jobpost_id,Link,Job_Title,Company_Name,Company_link,Date,Keyword,Location,Employment_Type,Job_Function,Industries,Seniority_Level,Job_Description
45,https://linkedin.com/jobs/view/qa-engineer-at-boundless-immigration-3658125935,QA Engineer,Boundless Immigration,https://www.linkedin.com/company/boundless-immigration?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-10-01,testing and quality assurance,"Cebu, Central Visayas, Philippines",Full-time,Engineering and Information Technology,Consumer Services,Entry level,"
        <strong>Who Boundless Is<br></strong>We’re a team of immigrants and experts who have struggled with our own journeys through the complex, high-stakes U.S. immigration system. That is why we are building deeply customer-centric products and experiences to become the default trusted partner for all families through their entire immigration journey and their first ten years of life in a new country.<br>We are now the largest player in the family immigration industry, helping tens of thousands of families every year achieve their dreams, and becoming the first brand in an industry that has never had one before.<br>We're backed by influential venture investors around the country, including Foundry Group (led by Brad Feld), Emerson Collective (Laurene Powell Jobs’ foundation), Pioneer Square Labs, Two Sigma Ventures, Trilogy Equity Partners, and Jerry Yang, and are well-capitalized for growth.<br><strong>What You Will Do<br></strong>Your primary responsibility is to ensure that our applications, systems or products meet the specified quality standards and cross functional requirements.<br><strong>Other Responsibilities Include<br></strong><ul><li>Collaborate with cross-functional teams, including developers, product managers, and designers, to understand project requirements and define test plans and strategies.</li><li>Develop and execute test cases, test scripts, and test scenarios to validate software functionality, usability, and performance.</li><li>Identify and document software defects and track them through to resolution using issue tracking systems.</li><li>Conduct functional, regression, integration, and system testing to ensure the quality and reliability of software products.</li><li>Perform automated testing using testing frameworks and tools to improve efficiency and effectiveness of testing processes.</li><li>Participate in design and code reviews to ensure adherence to quality standards and best practices.</li><li>Collaborate with developers to reproduce and debug reported issues, and provide detailed information to assist in troubleshooting and resolution.</li><li>Monitor and analyze test results, report on test progress, and provide recommendations for improvements.</li><li>Stay up-to-date with industry trends and advancements in software testing methodologies and technologies.</li><li>Contribute to continuous improvement initiatives, including process enhancements and test automation.<br></li></ul><strong>About You<br></strong><ul><li>Strong understanding of software development, testing methodologies, tools, and techniques</li><li>Ability to analyze complex software system issues, identify potential problems and troubleshoot problems effectively. </li><li>Excellent communication skills to interact with cross-functional teams, effectively report bugs and provide feedback to continuous process improvement</li><li>Strong industry knowledge of standard quality assurance processes, methodologies and best practices. </li><li>Ability to quickly learn new technologies, tools, and domain-specific knowledge to improve overall quality standards of the Company<br></li></ul><strong>What You Bring<br></strong><ul><li>3-5 years of QA software testing and quality assurance</li><li>Relevant experience with the latest industry trends and best practices</li><li>Experience in working with cross functional teams and effectively communicating with stakeholders</li><li>Proven track record of identifying and documenting areas for improvement</li><li>Preferably with experience in designing and executing comprehensive test cases, etc. <br></li></ul><strong>What We Offer<br></strong>You will be part of a dynamic workforce in an environment where you will collaborate with the expert and elite talents in the online immigration services industry.<br>You can cultivate your skillfulness and dexterity amongst us as you experience a highly creative culture built on loyalty and responsibility to our partners while having a lot of fun at work.<br>Great company perks and benefits await you!<br><ul><li>Annual salary appraisal and regularization merit: We recognize great team mates and reward them for exemplary performance and dedication at work.</li><li>Monthly attendance incentive: We believe that consistent presence enables our teammates to learn and become better providers for their customers.</li><li>15 PTO credits per year and 3 days off in December: We encourage our team mates to take advantage of their leave credits should they feel sick or wish to take a vacation. </li><li>Meaningful health insurance package: We give health insurance support for you and your dependent. </li><li>Statutory mandated benefits: We ensure each team mate has their statutory contributions and 13th-month pay up-to-date. </li><li>Free coffee and weekly meals provision </li><li>Free transportation services: We prioritize your health and safety as you work on-site, so you will be provided pick-up and drop-off transportation access. Parking space is also provided.</li><li>Collaborative engagement sessions and major company-wide sponsored events: We allocate a budget to cultivate engagement and fun in our work environment. <br></li></ul><strong>The list continues….</strong>
      "
46,https://linkedin.com/jobs/view/senior-engineer-telecommunication-i-at-eram-talent-3718632454,Senior Engineer(Telecommunication) - I,Eram Talent,https://sa.linkedin.com/company/eramtalent?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-12,networking and infrastructure,"Manila, National Capital Region, Philippines",Contract,Engineering and Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        We are seeking a Senior Engineer(Telecommunication) to join their team. We are dedicated to providing outstanding recruitment solutions for their clients. With a global reach and network, We sources high-potential professionals across a variety of industries, including Oil &amp; Gas, Petroleum, Infrastructure, Energy, Water, Transportation, Science &amp; Technology, and Health Care. The Senior Engineer(Telecommunication) will work directly with clients in the Oil &amp; Energy industry to design, develop and maintain complex telecommunication solutions. This is a fantastic opportunity for a talented individual to further their career in the industry.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Design, develop, and maintain complex telecommunication networks for clients in the Oil &amp; Energy industry</li><li>Provide technical and strategic analysis on telecommunications infrastructure and hardware</li><li>Prepare and maintain documentation, including system design diagrams, technical specifications, and user manuals</li><li>Collaborate with cross-functional teams to integrate telecommunication systems with existing technology infrastructure</li><li>Troubleshoot telecommunication networks, providing timely and effective solutions to any issues</li><li>Stay up-to-date with emerging technologies and trends in telecommunications</li><li>Lead project teams and manage timelines, resources, and budgets</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>Bachelor's degree in Telecommunication Engineering or Instrumentation Engineering </li><li>BS in Telecommunication Engineering + 10 years of experience + 5 years as C &amp; I Engineer. </li><li>Preferred Certificate: PMP, FE </li><li>Relevant experience in Oil and Gas Project Management Engineering, Experience in EPC phases(engineering, material procurement, Construction management) with an emphasis in construction management</li><li>Strong working knowledge of telecommunication software and hardware</li><li>Experience with Project Management methodologies, including Agile and Scrum</li><li>Excellent problem-solving skills and the ability to work well under pressure</li><li>Strong communication and interpersonal skills, able to work with clients and internal teams</li><li>Ability to travel as necessary for project requirements</li></ul><p><br></p><strong>Benefits</strong><p><br></p>Apply for the position by clicking the link below.<p><br></p><strong>https://forms.gle/PaPUU8MWM8QzkzdH8</strong>
      "
47,https://linkedin.com/jobs/view/it-support-analyst-saudi-arabia-at-eram-talent-3712645648,IT Support Analyst (Saudi Arabia),Eram Talent,https://sa.linkedin.com/company/eramtalent?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-07,networking and infrastructure,"Manila, National Capital Region, Philippines",Contract,Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        Eram Talent, a division of ERAM Group is seeking an experienced IT Support Analyst to join our team. As a Talent Acquisition Consultancy, we have a global reach and network that allows us to provide outstanding recruitment solutions to our clients, who come from various industries such as Oil &amp; Gas, Petroleum, Infrastructure, Energy, Water, Transportation, Science &amp; Technology and Health Care. The successful candidate will have an opportunity to work in the fast-paced Oil and Energy industry assisting our clients in providing IT support services.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Provide technical support to end-users via phone, email, and in person</li><li>Troubleshoot various hardware and software issues and identify root causes</li><li>Manage the help desk ticketing system</li><li>Install, configure, maintain, and upgrade computer hardware and software</li><li>Set up and maintain user accounts and permissions</li><li>Monitor network systems and troubleshoot network issues</li><li>Assist in maintaining and updating the information technology database</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>Bachelor's degree in Computer Science, Information Technology, Electrical Engineering or a related field</li><li>At least 7 years of experience in the IT support field</li><li>In-depth knowledge of various operating systems, Microsoft Office Suite, and network protocols</li><li>Responsible to support computing and display devices including its electronics, operating systems, and configurations. Also, to manage third-party applications and resolve technical issues. </li><li>Excellent analytical and problem-solving skills</li><li>Strong communication and interpersonal skills</li><li>Ability to prioritize tasks and work independently</li><li>Must be able to work under pressure in a fast-paced environment and demonstrate a sense of urgency</li></ul>
      "
48,https://linkedin.com/jobs/view/infrastructure-administrator-at-superstaff-3731853654,Infrastructure Administrator,SuperStaff,https://ph.linkedin.com/company/superstaff-bpo?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-08,networking and infrastructure,"Manila, National Capital Region, Philippines",Full-time,Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        <ul><li>Monitor and Maintain Benco’s Global Infrastructure</li><li>Install, Configure, Patch, Troubleshoot, and Improve Windows and Linux Servers</li><li>Install, Configure, Patch, Troubleshoot, and Improve LAN and WAN Systems</li><li>Perform user onboarding, offboarding, and changes</li><li>Assist with Application, Virtualization, and Telephony Administration</li><li>Triage any alerts to determine the appropriate method and criticality of response</li><li>Prepare, document, and update standard operating procedures and policies</li><li>System Configuration Standards</li><li>Knowledge-Base and Troubleshooting Articles</li><li>Acceptable Use Policies</li><li>Compliance and Regulatory Policies</li><li>Perform some after-hours support as required</li><li>Approximately one Saturday per quarter is used for disruptive maintenance</li><li>After-hours availability for critical system issues</li></ul><p><br></p><strong>Requirements</strong><p><br></p><strong>Qualifications</strong><p><br></p><ul><li>Education: Bachelor of Science in an IT-related discipline</li><li>Experience: Five years of hands-on experience in an IT Infrastructure Role</li><li>An equivalent combination of Education and Experience may be considered</li></ul><p><br></p><strong>Skills Needed</strong><p><br></p>Technical<p><br></p><ul><li>(Required) Proven competence in automating routine tasks with PowerShell, bash, and/or Perl scripting</li><li>(Required) Hands-on administrative experience with Windows Server Operating System, through the current version</li><li>(Required) Hands-on administrative experience with some flavor of Linux or Unix. RHEL preferred</li><li>(Required) Hands-on administrative experience with Azure, Office365, Intune and MS Exchange</li><li>(Required) Hands-on administrative experience with virtualization technologies, VMware preferred</li><li>(Required) Hands-on LAN and WAN administration experience. Cisco preferred, Silver Peak SD-WAN a plus</li><li>(Preferred) Hands-on Telephony / Contact Center administrative experience, Talkdesk preferred</li><li>(Preferred) An understanding of Microsoft SQL Server through the current version</li><li>(Preferred) Hands-on administrative experience with Firewalls and Intrusion Detection and Intrusion Prevention</li></ul><p><br></p>Technologies. FortiGate technology preferred.<p><br></p>Soft Skills<p><br></p><ul><li>(Required) A motivated, self-directed team player who can work under pressure and is passionate about Information</li><li>Technology. A healthy dose of curiosity about why things work the way they do is a huge benefit</li><li>(Required) Strong written and spoken English skills. This position will require that you communicate with co-workers at all</li><li>levels of the organization</li><li>(Required) A positive, “can-do” attitude is critical to the role</li></ul><p><br></p><strong>Benefits</strong><p><br></p><ul><li>Night Differential 20%</li><li>HMO with 1 free dependent upon hire</li><li>Life Insurance</li><li>20 PTO credits upon regularization</li><li>Great Company Culture</li><li>Career Growth and Learning</li><li>Annual Performance Review/Increase</li><li>Basic 60k plus standard allowance</li></ul>
      "
49,https://linkedin.com/jobs/view/it-systems-engineer-at-kwanii-3702455583,IT Systems Engineer,Kwanii,https://au.linkedin.com/company/kwanii?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-08-23,networking and infrastructure,Philippines,Full-time,Information Technology,Internet Publishing,Mid-Senior level,"
        Are you a highly skilled and motivated IT professional with a passion for ensuring smooth and efficient system operations? If so, we have a fantastic opportunity for you to join our dynamic team as an IT Systems Engineer. In this role, you will play a crucial part in managing and optimizing our IT infrastructure while utilizing your expertise in various technologies and systems.<p><br></p><strong>Key Responsibilities</strong><p><br></p><ul><li>Perform Exchange Email Migrations with a high level of proficiency and precision.</li><li>Set up SharePoint sites to facilitate seamless collaboration and data sharing.</li><li>Utilize your strong Azure skills and experience to enhance our cloud-based solutions.</li><li>Manage and maintain Active Directory to ensure secure user access and permissions.</li><li>Demonstrate advanced PowerShell skills to automate and streamline administrative tasks.</li><li>Execute full Tenant-to-Tenant Migrations, including merges, to guarantee data integrity.</li><li>Leverage your Microsoft qualifications to optimize our systems and infrastructure.</li><li>Provide occasional setup and management for Wyse and Dell systems.</li><li>Support the setup, management, and optimization of Server 2019 on Cloud or VPS environments.</li><li>Efficiently migrate NAS to SharePoint for improved data management.</li><li>Remap network folders, drives, and permissions for optimized access.</li><li>Assist in migrating Qnap VMs to Cloud VPS environments when needed.</li><li>Offer limited support for 3CX telephony systems.</li><li>Provide occasional assistance with Duo MFA implementations.</li><li>Possess basic VMware VPS knowledge for troubleshooting and basic tasks.</li><li>Utilize WHM for server management and occasionally manage Cpanel system.</li><li>Demonstrate familiarity with WordPress and basic web page design and maintenance.</li><li>Leverage your coding experience in PHP and API scripting for automation and integration.</li><li>Provide occasional AWS management and support.</li><li>Utilize your strong Linux skills to manage and troubleshoot systems.</li><li>Offer occasional support for Mikrotik Routers.</li><li>Possess basic Cisco skills for networking support.</li><li>Provide limited support for Radius Server implementations.</li><li>Use your PowerShell skills for Windows Scripting within RMM tools.</li><li>Demonstrate proficiency in using Acronis backup software for data protection.</li></ul><p><br></p><strong>Desirable Skills And Experience</strong><p><br></p><strong>Must-Haves</strong><p><br></p><ul><li>Extensive experience with Exchange Email Migrations is essential.</li><li>Proven expertise in SharePoint site setup is required.</li><li>Strong familiarity with Active Directory and its management.</li><li>Advanced PowerShell skills for automation.</li><li>Experience with Tenant-to-Tenant Migrations is a must.</li><li>Relevant Microsoft qualifications are highly valued.</li><li>Proficiency in coding, especially PHP and API scripting.</li><li>Strong Linux skills for system management.</li><li>Familiarity with Azure, including setup and management.</li></ul><p><br></p><strong>Nice-to-Haves</strong><p><br></p><ul><li>Basic knowledge of Wyse and Dell systems setup and management.</li><li>Familiarity with Server 2019 setup, support, and management in Cloud/VPS environments.</li><li>Basic familiarity with Qnap VM migrations to Cloud VPS.</li><li>Limited experience with 3CX telephony.</li><li>Basic understanding of Duo MFA implementations.</li><li>Familiarity with VMware VPS.</li><li>Basic familiarity with WHM, Cpanel, and WordPress.</li><li>Knowledge of networking concepts and technologies, including Mikrotik Routers and Cisco.</li><li>Experience with Radius Server implementations.</li><li>Familiarity with AWS management and support.</li><li>Experience with Acronis backup software.</li></ul><p><br></p><strong>Work Environment:</strong><p><br></p><ul><li>This is a remote position, so you will need a reliable internet connection and a dedicated workspace. You will collaborate with team members and communicate regularly through email, video calls, and other virtual communication channels.</li></ul><p><br></p><strong>Perks and Benefits: </strong><p><br></p><ul><li>13th Month pay </li><li>Morning Shift + Weekends Off </li><li>12 sick leaves per year </li><li>12 vacation leaves per year </li><li>Maternity and Paternity leave </li><li>HMO from day 1 + one free dependent </li><li>Life insurance upon regularization </li><li>MediCash for personal and dependents use </li><li>Rice, clothing, laundry, and meal allowance </li><li>Achievement Allowances </li><li>Birthday Treats </li><li>Company Events and Treats </li><li>Online trainings/Webinars </li><li>Career advancement and promotion opportunities </li></ul><p><br></p><strong>Job Type: </strong><p><br></p><ul><li>Work from home </li><li>Full-time </li><li>Mid Level </li></ul><p><br></p><strong>Schedule: </strong><p><br></p><ul><li>Day shift (AU client) </li><li>Monday to Friday</li></ul><p><br></p><strong>Salary:</strong><p><br></p><ul><li>Starts at Php 40,000</li></ul><p><br></p><strong>About Kwanii: </strong><p><br></p><em>Kwanii is a BPO company with operations in Australia and the Philippines. With a strong commitment to excellence, we aim to provide outstanding outsourcing solutions for businesses of all sizes. The company values transparency and honesty, ensuring that clients receive reliable and accurate services. Kwanii also prides itself on its proactiveness and adaptability, staying ahead of industry trends and adjusting strategies to meet the evolving needs of clients. Whether it's customer support, data entry, back-office processes, or other outsourcing requirements, Kwanii is dedicated to delivering high-quality solutions that drive both efficiency and growth. </em><p><br></p>Powered by JazzHR<p><br></p>fxIR4v04up
      "
50,https://linkedin.com/jobs/view/it-manager-at-airr-labs-3720924068,IT Manager,AIRR Labs,https://sg.linkedin.com/company/airrlabs?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-14,networking and infrastructure,"Manila, National Capital Region, Philippines",Full-time,Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        We are looking for an IT Manager to be responsible and accountable for the smooth running of our computer systems within the limits of requirements, specifications, costs, and timelines. You will supervise the implementation and maintenance of our company’s computing needs.<p><br></p>The successful candidate will have improved skills, a proven professional experience, and a detailed knowledge of industry’s best practice processes.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Oversee IT department managing all aspect of IT infrastructure, Microsoft 365 account management, IT asset management, Cyber-Security, etc </li><li>Ensure smooth daily IT operations and zero downtime for critical applications </li><li>Manage IT budget and monitor CAPEX/OPEX expenses and spendings </li><li>Provide IT best practices and propose and justify necessary improvements &amp; tools to existing process flows, daily workflows </li><li>Formulate and establish IT policies and best practices </li><li>Provide Email and phone support </li></ul><p><br></p><strong>Minimum Qualifications</strong><p><br></p><ul><li>Proven working experience as an IT Manager or relevant experience </li><li>Experience working across the region managing IT hardware / software will be advantageous </li><li>Occasional travelling required to SEA countries </li><li>Hands-on experience with Microsoft 365 </li><li>Good communications and problem-solving skills </li><li>Excellent stakeholder management skills </li><li>Team player and be independent in executing work-related jobs </li><li>Proficient in written and spoken English</li></ul>
      "
51,https://linkedin.com/jobs/view/information-technology-group-field-engineer-at-bdo-unibank-3726246912,Information Technology Group-Field Engineer,BDO Unibank,https://ph.linkedin.com/company/bdo-unibank?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-28,networking and infrastructure,"National Capital Region, Philippines",Full-time,Information Technology,Banking,Mid-Senior level,"
        <p>Provide Level 2 support for incidents to end-user IT equipment (desktops, laptops, IP phones, etc) and related infrastructure (servers and network equipment). He/She will be responsible for servicing requests such as, but not limited to, installation, configuration, relocation, deployment of IT equipment. </p><p><br></p><p><strong>Duties and responsibilities:</strong></p><ul><li>Complete assigned preventive and corrective maintenance tasks while complying with ITIO quality and service level standards.</li><li>Train and advise users in the proper use of hardware and software.</li><li>Answer user's inquiries regarding computer software and hardware to resolve problems or meet new business needs.</li><li>Assess the readiness of a site to accept installation of IT equipment and make recommendations to address deficiencies or incompatibilities.</li><li>Prepare equipment for use, performing or ensuring proper installation of cables, hardware, operating systems, and appropriate software.</li><li>Handle projects such as new branch implementation, relocation, renovation and consolidation of branches, ATM installation, relocation, pull-out, line upgrade, roll-out of patches/fixes on ATM and engineering changes.</li><li>Other functions that may be assigned from time-to-time.</li></ul><p><br></p><p><strong>Qualifications:</strong></p><ul><li>Bachelor's Degree of Computer Science, Electronics and Communications Engineering or equivalent.</li><li>At least 2 years of experience in an IT field work assignment or repair center and strong background in IT equipment troubleshooting.</li><li>Experience gained from a service company, bank or other financial institution is an advantage.</li><li>Knowledgeable in LAN/WAN set-up, network, hardware, software, troubleshooting skills and supervision.</li><li>Must be willing to work onsite and be assigned in Makati/Ortigas.</li></ul><p></p>
      "
52,https://linkedin.com/jobs/view/computer-engineer-at-eram-talent-3699747017,Computer Engineer,Eram Talent,https://sa.linkedin.com/company/eramtalent?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-08-20,networking and infrastructure,"Manila, National Capital Region, Philippines",Contract,Engineering and Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        We are a leading Talent Acquisition Consultancy that specializes in providing excellent recruitment solutions across different industries, including Oil and Energy, Petroleum, Infrastructure, Energy, Water, Transportation, and Health Care, among others. The company is currently seeking a talented Computer Engineer to join its team of professionals in the Oil &amp; Energy Industry.<p><br></p>The Computer Engineer will be responsible for providing technical support to a variety of projects, designing and testing computer systems, and performing various software-related duties. The successful candidate will work alongside other professionals to deliver innovative solutions to the company's clients.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Strong computer and network engineering skills in industrial control system cybersecurity</li><li>Certified in CISCO, Microsoft, other cybersecurity certificates</li><li>Strong computer and network engineering skills in industrial control system cybersecurity </li><li>Design and develop computer software systems based on the project requirements</li><li>Collaborate with other professionals in the industry to design and maintain various software systems</li><li>Evaluate the feasibility and effectiveness of software development projects</li><li>Design, document and maintain computer software systems</li><li>Support the hardware and software needs of the company's clients</li><li>Troubleshoot and resolve software-related issues that arise during the project</li><li>Collaborate with team members in the development of new software tools</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>Bachelor's degree in Computer Engineering, Computer Science or a related discipline</li><li>At least 10 years of relevant experience in computer engineering</li><li>Experience in design and development of software systems</li><li>Familiarity with hardware and software systems</li><li>Ability to work under pressure and meet deadlines</li><li>Problem solving and analytical skills</li></ul>
      "
53,https://linkedin.com/jobs/view/server-administrator-onsite-makati-at-eastvantage-3597137413,Server Administrator | Onsite | Makati,Eastvantage,https://ph.linkedin.com/company/eastvantage?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-04-09,networking and infrastructure,"Makati, National Capital Region, Philippines",Full-time,Information Technology,Outsourcing and Offshoring Consulting,Entry level,"
        Location:<p><br></p>Makati city<p><br></p><strong><u>Contract Type</u></strong><p><br></p>Permanent<p><br></p><strong><u>About The Role</u></strong><p><br></p><ul><li>Works primarily with servers, but also manages other types of computing equipment like PCs, mobile devices, storages, cabling, etc.</li><li>Installs, configures, and maintains various types of hardware and software</li><li>Carry out backup and recovery functions</li><li>Configures, manages, and implements server OS and firmware</li><li>Administers and maintains server accounts through Active Directory</li><li>Regularly monitors the health and performance of infrastructure components</li><li>Takes part in the design, architecture, implementation and maintenance of hardware requirements for projects</li><li>Provisions Virtual Machines for projects as requested by the project manager</li><li>Troubleshoots hardware and software issues on servers and other related devices</li><li>Performs regular patching to address vulnerabilities and ensure that hardware firmware is up to date</li><li>Researches industry developments regarding his assigned infrastructure components, to learn and implement better infrastructure administration practices, understand cost-effective alternatives, and to guard against unplanned obsolescence</li><li>Where needed, recommends better and/or more cost-effective replacement infrastructure.</li><li>Provides technical support and consultancy services to personnel in data center operations, applications management, and risk management</li><li>Advises applications managers on infrastructure considerations so they can design applications optimally.</li><li>Performs regular housekeeping on his assigned infrastructure components, e.g. cleanup of unnecessary components, system-level backup, vendor preventive maintenance, etc. as applicable.</li><li>Documents the configuration of his assigned infrastructure components, and keeps such documentation updated and secure.</li><li>Takes charge in installation, maintenance and decommissioning of servers and other hardware in the data center.</li></ul><p><br></p><strong><u>Position Requirements</u></strong><p><br></p><ul><li>8-10 years of experience as Server Administrator </li><li>Experience in installation, configuration, and maintenance of various types of hardware and software</li><li>Proven expertise in configuration, management and implementation of server OS and firmware</li><li>Good knowledge about IT protocols, security architecture, network databases and applications</li><li>Experience in design, architecture, implementation and maintenance of hardware requirements for projects</li><li>Exposure to administration of server accounts through Active Directory</li></ul><p><br></p>apply now
      "
54,https://linkedin.com/jobs/view/it-security-senior-analyst-at-bdo-unibank-3647305056,IT Security Senior Analyst,BDO Unibank,https://ph.linkedin.com/company/bdo-unibank?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-29,networking and infrastructure,"National Capital Region, Philippines",Full-time,Information Technology,Banking,Mid-Senior level,"
        <p>Responsible for conducting security assessments for BDO IT systems, which include business applications, system software, and infrastructure devices. Officer is also responsible for monitoring and responding to intrusion attempts and anomalous events and performing proactive correlation of events.</p><p><br></p><p><strong>Duties and Responsibilities: </strong></p><p><br></p><ul><li>Conduct vulnerability assessments for IT systems prior to their promotion to production.</li><li>Conduct vulnerability assessments for production systems and perform security alert / incident detection, containment and response.</li><li>Coordinate annual network penetration testing.</li><li>Monitor various security systems and perform needful correlation analysis.</li><li>Perform root-cause analysis as needed and take necessary steps to prevent recurrence.</li></ul><p><br></p><p><strong>Qualifications:</strong></p><p><br></p><ul><li>Graduate of Computer Engineering, Computer Science, Electronic and Communication Engineering, or any related courses</li><li>At least 3 years of experience in IT Security, Vulnerability Assessment and Penetration Testing, Malware handling, Security Monitoring, Application Programming, System Administration.</li><li>Must be willing to report onsite and be assigned in Makati.</li></ul>
      "
55,https://linkedin.com/jobs/view/it-specialist-at-philippian-marketing-corporation-3647880668,IT Specialist,Philippian Marketing Corporation,https://ph.linkedin.com/company/philippian-marketing-corporation?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-06-28,networking and infrastructure,"Dasmariñas, Calabarzon, Philippines",Full-time,Information Technology,Consumer Services,Mid-Senior level,"
        <strong><u>Job Summary</u></strong><p><br></p>The IT Specialist is responsible for providing technical support, troubleshooting, and maintaining the organization's computer systems, networks, and software applications. They play a crucial role in ensuring the smooth operation of IT infrastructure and addressing user issues promptly to minimize downtime. The IT Specialist collaborates with internal stakeholders to understand their technology needs and implements solutions to enhance productivity and efficiency.<p><br></p><strong><u>Key Responsibilities</u></strong><p><br></p>Provide technical support and assistance to users, including troubleshooting hardware, software, and network-related issues.<p><br></p>Install, configure, and maintain computer systems, servers, networks, and peripheral devices.<p><br></p>Collaborate with the IT team to ensure proper functioning and security of the organization's IT infrastructure.<p><br></p>Assist in the procurement and inventory management of hardware, software licenses, and IT equipment.<p><br></p>Perform regular system maintenance tasks, such as system updates, patches, and backups.<p><br></p>Conduct tests and evaluations of new software, hardware, and network technologies, and make recommendations for implementation.<p><br></p>Develop and maintain documentation of IT procedures, system configurations, and user guides.<p><br></p>Train users on the proper use of hardware, software applications, and IT security protocols.<p><br></p>Monitor and analyze system performance, identify bottlenecks, and propose solutions for improvement.<p><br></p>Collaborate with external vendors and service providers to resolve technical issues and ensure service level agreements are met.
      "
56,https://linkedin.com/jobs/view/it-manager-at-lennor-metier-consulting-asia-3721030673,IT Manager,Lennor Metier Consulting Asia,https://ph.linkedin.com/company/lennor-metier?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-15,networking and infrastructure,"Taguig, National Capital Region, Philippines",Full-time,Information Technology and Management,"Technology, Information and Internet",Mid-Senior level,"
        Unlock your professional potential with Lennor Metier, your gateway to exceptional career opportunities across many industries. <strong>Join us today and start shaping the future of your career!</strong><p><br></p>Position: <strong>IT Manager</strong><p><br></p>Industry: E-commerce<p><br></p>Location: Taguig City, Philippines<p><br></p>Setup: Hybrid<p><br></p>Schedule: Morning shift<p><br></p>Salary Range: up to 80k<p><br></p><strong>About Us</strong><p><br></p>Lennor Metier is a leading executive search and recruitment partner in the Philippines and Southeast Asia. We specialize in finding top talent for high-growth startups, next-generation companies, and Fortune 500 brands. We have an unparalleled understanding of the local and regional markets and use our expertise to help organizations build high-performing teams and drive business success.<p><br></p><strong>About The Job Opportunity</strong><p><br></p>Direct-Hire | Permanent role<p><br></p>The IT Manager role is responsible for the day-to-day management of our IT infrastructure, ensuring that it meets the needs of our business and our employees.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Oversee the IT department and manage all aspects of IT infrastructure, including Microsoft 365 account management, IT asset management, cyber security, and more </li><li>Ensure smooth daily IT operations and zero downtime for critical applications </li><li>Manage the IT budget and monitor CAPEX/OPEX expenses and spending </li><li>Provide IT best practices and propose and justify necessary improvements and tools to existing process flows and daily workflows </li><li>Formulate and establish IT policies and best practices </li><li>Provide email and phone support to IT users. </li></ul><p><br></p><strong>Qualifications</strong><p><br></p><ul><li>Proven working experience as an IT Manager or in a relevant role, with experience managing IT hardware and software across the region. </li><li>Occasional travel required to SEA countries. </li><li>Strong communication and problem-solving skills, excellent stakeholder management skills, and the ability to work independently and as part of a team. </li><li>Hands-on experience with Microsoft 365. </li><li>Proficient in written and spoken English. </li></ul><p><br></p><strong>What's on offer?</strong><p><br></p><ul><li>You can expect a top-tier salary package that reflects your value to the organization and your position in the market. </li><li>Work alongside motivated and talented professionals who share a passion for excellence and success. </li><li>Be part of an innovative and forward-thinking company culture that encourages creativity, collaboration, and the exploration of new ideas. </li></ul><p><br></p><strong>Ready to take the next step in your career? Apply now!</strong><p><br></p>- - -<p><br></p><em>We kindly request your patience as we receive a significant number of applications. Rest assured that our team will update your application's status in due course. In the meantime, we encourage you to follow our LinkedIn page to stay informed about future opportunities and company updates.</em>
      "
