id,link,keyword,job_title,company_name,company_link,date_posted,location,employment_type,job_function,industries,seniority_level,job_description,field_id
76,https://linkedin.com/jobs/view/business-intelligence-analyst-at-quadrant-io-3722947727?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=TFUhtGOhJUK7XWGihTDI3Q%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,Business Intelligence Analyst,Quadrant.io,https://sg.linkedin.com/company/quadrantio?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-13,Philippines,Full-time,Information Technology,"Technology, Information and Internet",Associate,"
        Quadrant (an Appen Company) is seeking a Business Intelligence Analyst to join their team in the Information Technology and Services industry. The successful candidate will be responsible for designing and developing business intelligence solutions that support the company's data-driven decision-making processes. This role will also work closely with cross-functional teams to extract, analyze, and report on data to drive insights and support business growth. The Business Intelligence Analyst will also work with Quadrant's proprietary platform, Geolancer, to identify ways to optimize data collection, cleansing, and purchase processes. This is an exciting opportunity to work with a global leader in mobile location data and compliance services, where colleagues are passionate about solving real-world issues and leveraging authentic geospatial data.<br><br><strong>Responsibilities<br><br></strong><ul><li>Design, develop, and maintain business intelligence solutions that will drive insights and business growth</li><li>Work with cross-functional teams to extract, analyze, and report on data, as well as understand business needs and requirements</li><li>Identify trends, perform root cause analysis, and generate reports to support the company's data-driven decision-making process</li><li>Understand data architecture and data models, and identify ways to optimize data collection processes with Geolancer</li><li>Manage data cleansing, governance, and quality control processes</li><li>Collaborate with IT teams to ensure that data infrastructure is well-maintained, scalable, and secure</li><li>Create data visualizations that communicate key business insights to internal stakeholders<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>Bachelor's degree in Computer Science, Information Technology, Engineering, or a related field</li><li>3+ years of experience in data analysis, business intelligence, or related field</li><li>Strong proficiency in SQL, data analysis, and data visualization tools (e.g. Tableau, Power BI)</li><li>Experience with cloud technologies such as AWS Cloud Platform</li><li>Proven ability to manipulate and analyze large datasets</li><li>Familiarity with scripting languages like Python programming. </li><li>Ability to efficiently work with team members in multiple time zones<br><br></li></ul><strong>Benefits<br><br></strong><ul><li>Work From Anywhere</li><li>Great Opportunity for Personal and Professional Development</li><li>You will have the opportunity to work internationally, with an international team, and international clients</li><li>You will work on solving problems Data-as a service environment</li><li>You will have the great opportunity to work in a high growth start-up culture</li><li>You will get the opportunity to work with the top 8 of 10 tech companies in the US</li></ul>
      ",2
77,https://linkedin.com/jobs/view/marketing-officer-performance-analytics-at-bdo-unibank-3756098471?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=oy8hp06K07oom6HSZzYqIQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,Marketing Officer (Performance Analytics),BDO Unibank,https://linkedin.com/company/bdo-unibank?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-10,"National Capital Region, Philippines",Full-time,"Marketing, Research, and Analyst",Financial Services and Banking,Associate,"
        <p><strong>This position supports productivity of consumer banking business through:</strong></p><p><br></p><ul><li>Assess the success of digital media initiatives, first-party communications and campaigns by studying set metrics </li><li>Regular tracking, monitoring and submission of reports for BDO’s online assets and digital media performances vis-à-vis competitors and across different CBG Departments (Marketing, Sales, etc.)</li><li>Analyze both quantitative and qualitative data providing recommendation and concrete action steps </li><li>Provide digital media intelligence, research and insights </li><li>Stay abreast on best practices and latest trends in digital marketing, web analytics, SEO, SEM, digital content and campaign management </li><li>Attain proficiency in available tools</li></ul><p><br></p><p><strong>Your Qualifications and Your Experiences should be:</strong></p><p><br></p><ul><li>Bachelor's degree graduate, preferably in Mass Communications, Marketing, Advertising or relevant courses</li><li>With at least 3 years of relevant experience in media analytics and MIS</li></ul><p><br></p><p><strong>You must be willing to work on site and be assigned in Ortigas.</strong></p>
      ",2
78,https://linkedin.com/jobs/view/data-analyst-homebased-at-outsourced-3749761684?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=3gv53Dl8RZBvWkfYAOiTxA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,Data Analyst (Homebased),Outsourced,https://linkedin.com/company/outsourced-quality-assured-services?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-15,"Quezon City, National Capital Region, Philippines",Full-time,Analyst,Outsourcing and Offshoring Consulting,Entry level,"
        <strong>Company Description<br><br></strong>Outsourced.ph is a leading Philippines outsourcing company providing dedicated remote staff and offshore staffing services. We specialise in providing staff of the highest quality who will continue to exceed your expectations and provide benchmark offshore solutions to your business. With Outsourced you can scale your organisation quickly, easily and cost effectively with dedicated remote staff based in our modern offices in Manila.<br><br><strong>Job Description<br><br></strong>Will process data from Invoices and make reports (in Excel), will use a software that you will develop and provide initial analysis to clients<br><br><ul><li>Collect data and provide analysis</li><li>Create and develop reports or dashboards </li><li>Provide reports or analysis to Head for review<br><br></li></ul><strong>Qualifications<br><br></strong><ul><li>Proficiency with MS Excel and other reporting tools or software </li><li>Ability to think strategically using data </li><li>Can interpret and create dashboards using large sets of data</li><li>Excellent communication skills </li><li>Should have a strong internet connection (minimum of 20 MBPS)<br><br></li></ul>Work set up: Homebased<br><br>Work schedule: M to F, 9pm to 6am Manila Time<br><br><strong>Additional Information<br><br></strong><strong>Working Schedule<br><br></strong><ul><li>Monday-Friday, 11pm to 8am <br><br></li></ul><strong>Location<br><br></strong><ul><li>Homebased</li><ul><li>Must have minimum of 20 mbps internet speed with own equipment <br></li></ul></ul>By clicking on the ""I'm Interested"" button I hereby allow Outsourced Quality Assured Services, Inc. (""Outsourced"") to store and collect my personal information for the purposes of employment application. As such, I agree and authorize Outsourced to collect, store, or continue to use my personal information for the above-stated purpose, and to retain my personal information for a period of 1 year, and for these purposes only.<br><br>outsourcedPhilippines
      ",2
79,https://linkedin.com/jobs/view/enterprise-analytics-manager-at-cebu-pacific-air-3636939932?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=%2FIKBgxJiikEwnVpzyeJO5Q%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,Enterprise Analytics Manager,Cebu Pacific Air,https://linkedin.com/company/cebupacificair?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-12,"Pasay, National Capital Region, Philippines",Full-time,"Research, Analyst, and Information Technology",Airlines and Aviation,Mid-Senior level,"
        <strong>Department</strong><p><br></p>ENTERPRISE ANALYTICS<p><br></p><strong>Employee Type</strong><p><br></p>Probationary<p><br></p>Cebu Pacific puts people at the heart of service - be it for our customers, clients, and partners. As we continue to journey through this path of recovery and rebuild, we are in search for the right JUAN who share our values of breaking boundaries, never fearing failure or mistakes but rather always in the pursuit of new ideas and better solutions.<p><br></p>Apply today and be JUAN of the game changers of the Philippines’ leading airline, Cebu Pacific, as an <strong>Enterprise Analytics Manager</strong>.<p><br></p><strong>Primary Responsibilities:</strong><p><br></p><ul><li>Develop statistical models and analytical tools to help frame and solve problems / issues, build efficiencies across various processes, and generate insights using advanced statistical techniques. </li><li>Build a model management guideline that will then be used as the end-to-end framework from building models, operationalizing them, testing their effectiveness on a regular basis, and ensuring that they get refreshed / updated. Will also be responsible for ensuring that the outputs of the models are very well understood by the users. </li><li>Champion process improvements, and process efficiencies particularly on reporting. Promotes the use of Sharepoint, Archie (automation framework), PowerBI and advocates automation initiatives to all internal clients. </li><li>Responsible for advancing the reporting and visualization capabilities of the team leading into a more effective way of presenting data and insights to the organization. </li><li>Liaise with third-party research partners for research requirements not fulfillable by internal tools. </li><li>Establish regular cadence meetings with Commercial, Operations and Support teams to understand their analytics requirements. </li><li>Leads the team in research, development, and implementation of appropriate data systems that lead to improved business performance and achievement of overall business goals. </li><li>Mentor key analytics personnel, ensuring constant improvement in their professional skills, guiding in the execution of their duties upon request, and essentially readying them for taking up his position in the future. </li></ul><p><br></p><strong>Basic Qualifications:</strong><p><br></p><ul><li>Must be a graduate with a cachelor's degree - ideally, in a quantitative field such as mathematics, statistics, computer science, engineering, economics, data science</li><li>At least 3-5 years of relevant experience in statistical modeling, visualization, reporting, operations research. </li><li>Has people management and leadership experience. </li><li>Must have proficient skills in statistical programming. Priority will be given to candidates with strong SQL and R. </li><li>Knowledgeable in data visualization tools such as PowerBI and Tableau. </li><li>Understands data, data structures. </li><li>Good statistical aptitude, ability to story-tell from data</li><li>Creative and has keen attention to details </li></ul><p><br></p><strong>Be JUAN of us and together, let's make moments happen.</strong><p><br></p><em> Note: This position is a People Manager and will be based in Pasay City, Metro Manila but currently follows a hybrid workplace flexibility arrangement. </em><p><br></p><strong>Experience Range Range (Years)</strong><p><br></p>5 - 10 years<p><br></p><strong>Job posted on</strong><p><br></p>2023-06-15
      ",2
80,https://linkedin.com/jobs/view/executive-analytics-insights-at-nielseniq-3766436280?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=B7PA6uw6ogyq%2FdktFd3F9A%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,"Executive, Analytics & Insights",NielsenIQ,https://www.linkedin.com/company/nielseniq?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-16,Metro Manila,Full-time,Analyst,Market Research,Associate,"
        <strong>Job Description<br><br></strong>NielsenIQ Customer Success places our customers at the heart of everything that we do. We strive to offer a consistent customer experience across all our markets by harmonizing our ways of working, focusing on engagement and driving analytics excellence. We give our customers an enjoyable, easy, effective service featuring a modernized customer experience. Customer Success is instrumental to realize the NielsenIQ vision to be a leading global information services company with strong, market leading growth enabled by new, innovative product offerings and modern technology that creates substantial value for our customers, retailers and employees.<br><br>This position will be, within the Analytics &amp; Insights team, responsible for delighting clients around Asia through delivering retail measurement insights and analysis.<br><br><strong>Responsibilities<br><br></strong><ul><li>Providing performance overview analysis and business issue analysis to Consumer-Packaged Goods clients around Asia </li><li>Providing in-depth consulting services and delivering insights and analytics as well as thought leadership </li><li>Developing deep knowledge of Nielsen IQ RMS and Panel solutions and delivering value for clients </li><li>Working closely with the Consulting Lead and Customer Service to transform customer experience. </li><li>Consulting clients to optimize use of NielsenIQ Essentials </li><li>Developing and delivering business solutions for client performance tracking <br><br></li></ul><strong>Qualifications<br><br></strong><ul><li>At least a Bachelor's Degree, preferably in business </li><li>0-2 years’ work experience, preferably within consumer or trade marketing, analytics and insights or market research.  </li><li>Fresh Graduates are welcome to apply for the role. </li><li>Knowledge of the Consumer-Packaged Goods (CPG) industry </li><li>Knowledge of research techniques and methodologies would be an advantage. </li><li>Excellent analytical skills </li><li>Excellent communication skills and presentation skills </li><li>An ability to work independently and in a team </li><li>Good interpersonal skills are a must </li><li>Fluent in spoken and written English </li><li>Additional Asian language skills is an advantage </li><li>Competent in Microsoft Office (Excel, PowerPoint, Word, etc)  <br><br></li></ul><strong>Additional Information<br><br></strong><ul><li>Hybrid-based role must be physically located within the Philippines and candidate must be a Country/Region Resident<br><br></li></ul><strong>About NIQ<br><br></strong>NIQ is the world’s leading consumer intelligence company, delivering the most complete understanding of consumer buying behavior and revealing new pathways to growth. In 2023, NIQ combined with GfK, bringing together the two industry leaders with unparalleled global reach. With a holistic retail read and the most comprehensive consumer insights—delivered with advanced analytics through state-of-the-art platforms—NIQ delivers the Full View™.<br><br>NIQ, is an Advent International portfolio company with operations in 100+ markets, covering more than 90% of the world’s population. For more information, visit NIQ.com.<br><br>Want to keep up with our latest updates?<br><br>Follow us on: LinkedIn | Instagram | Twitter | Facebook<br><br><strong>Our commitment to Diversity, Equity, and Inclusion<br><br></strong>NIQ is committed to reflecting the diversity of the clients, communities, and markets we measure within our own workforce. We exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce, measurement, and products. We enthusiastically invite candidates who share that mission to join us.<br><br>We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class. Our global non-discrimination policy covers these protected classes in every market in which we do business worldwide.<br><br>Learn more about how we are driving diversity and inclusion in everything we do by visiting the NielsenIQ News Center: https://nielseniq.com/global/en/news-center/diversity-inclusion/<br><br><em>NIQ or any of our subsidiaries will never ask you for money at any point of the recruitment or onboarding process.</em>
      ",2
81,https://linkedin.com/jobs/view/senior-lead-analyst-digital-analytics-at-copeland-3767451289?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=vMepRd0aCr18HwXj%2BoltZg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,Senior Lead Analyst Digital Analytics,Copeland,https://www.linkedin.com/company/copeland?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-17,"Quezon City, National Capital Region, Philippines",Full-time,Information Technology,Climate Technology Product Manufacturing,Mid-Senior level,"
        <strong>Job Description<br><br></strong>Copeland is a global provider of sustainable climate solutions, creating efficient residential, commercial, and industrial spaces through HVACR technologies. By joining us as a <strong>Senior</strong> <strong>Lead Analyst, Digital Analytics,</strong> you will be a key member of the digital analytics team. You will be given the opportunity to make a difference by providing consistent, high-value-added support across different Copeland products and services globally. You will be uniquely positioned to expertly provide unmatched solutions that solve the world’s critical problems and bring more value to Copeland’s customers.<br><br>In this capacity, you will be part of a team of insights analysts who provide business-relevant and data-driven insights about our digital and marketing presence to help teams make informed and strategic decisions. This gives you a very vital role in helping drive growth platforms and supporting operational pillars while striving for long-term value creation.<br><br>If this sounds like a perfect fit for you, apply now and join our team in Quezon City, Philippines! All roles are currently on a blended Work-From-Home arrangement, and company-provided IT assets are given on your first day. Enjoy our market-competitive pay, comprehensive benefits package, well-being programs, and career development opportunities.<br><br><strong>As a Senior Lead Analyst, Digital Analytics, you will:<br><br></strong><ul><li>Work with the Digital Analytics Team to acquire and combine relevant data from various internal or external marketing tools/ data sources (i.e. Salesforce, Eloqua, iCapture, ON24, Uberflip, Sites/Apps, Google Analytics, etc.) </li><li>Manage data systems including creation, updates, and deletion</li><li>Build data pipelines/ ETLs in Snowflake, PowerBI, and BigQuery using SQL, JavaScript, Python, or R</li><li>Conduct on-going maintenance of data pipelines</li><li>Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. </li><li>Perform data ETLs, data cleaning, quality checks, documentation, and data analysis. <br><br></li></ul><strong>Who You Are: <br><br></strong>You acquire and combine relevant data from various internal or external marketing tools/ data sources. You develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. You show personal commitment and take action to continuously improve. You build rapport in an open, friendly, and accepting way.<br><br><strong>Required Education, Experience, &amp; Skills:<br><br></strong><ul><li>Bachelor’s degree in any 4-year course with a specialty in Computer Studies, Information Systems (IS)/Information Technology (IT), Marketing, Digital, or related course. </li><li>4-5 years of work experience in data analyst or business data analyst role</li><li>At least two (2) years of experience on manipulating data from relational databases such as Microsoft SQL, Oracle, MySQL, etc. </li><li>Strong background with Google Search Console and other SEO related tools. </li><li>Experience with PowerBI, Snowflake, ContentKing, Profitero, and Core Media is a plus. <br><br></li></ul><strong>About Us<br><br></strong><strong>Our Commitment to Our People<br><br></strong>Across the globe, we are united by a singular Purpose: Sustainability is no small ambition. That’s why everything we do is geared toward a sustainable future—for our generation and all those to come. Through groundbreaking innovations, HVACR technology and cold chain solutions, we are reducing carbon emissions and improving energy efficiency in spaces of all sizes, from residential to commercial to industrial.<br><br>Our employees are our greatest strength. We believe that our culture of passion, openness, and collaboration empowers us to work toward the same goal - to make the world a better place. We invest in the end-to-end development of our people, beginning at onboarding and through senior leadership, so they can thrive personally and professionally.<br><br>We provide employees with flexible and competitive benefits plans that offer the right options to meet your individual and family needs. Some items may include flexible schedules and remote work, professional development opportunities, paid parental leave, vacation and holiday leave.<br><br>Together, we have the opportunity – and the power – to continue to revolutionize the technology behind air conditioning, heating and refrigeration, and cultivate a better future. Learn more about us and how you can join our team!<br><br><strong>Our Commitment to Diversity, Equity &amp; Inclusion<br><br></strong>At Copeland, we believe having a diverse, equitable and inclusive environment is critical to our success. We are committed to creating a culture where every employee feels welcomed, heard, respected, and valued for their experiences, ideas, perspectives and expertise. Ultimately, our diverse and inclusive culture is the key to driving industry-leading innovation, better serving our customers and making a positive impact in the communities where we live.<br><br><strong>About Copeland<br><br></strong>We are a global climate technologies company engineered for sustainability. We create sustainable and efficient residential, commercial and industrial spaces through HVACR technologies. We protect temperature-sensitive goods throughout the cold chain. And we bring comfort to people globally. Best-in-class engineering, design and manufacturing combined with category-leading brands in compression, controls, software and monitoring solutions result in next-generation climate technology that is built for the needs of the world ahead.<br><br>Whether you are a professional looking for a career change, an undergraduate student exploring your first opportunity, or recent graduate with an advanced degree, we have opportunities that will allow you to innovate, be challenged and make an impact. Join our team and start your journey today!<br><br><strong>No calls or agency requests please.<br><br></strong>
      ",2
82,https://linkedin.com/jobs/view/planning-and-analytics-budget-and-performance-shopee-xpress-%E2%80%93-expansion-at-shopee-3762541603?refId=ajeg38b3ysKwPutBmGIiQw%3D%3D&trackingId=IULBxFV40vfLZrv4BSTtvA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,data and analytics,Planning and Analytics (Budget and Performance) - Shopee Xpress – Expansion,Shopee,https://sg.linkedin.com/company/shopee?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-10,"Manila, National Capital Region, Philippines",Full-time,Management and Manufacturing,"Technology, Information and Internet",Mid-Senior level,"
        <strong>Job Description<br><br></strong><ul><li>Determine the feasibility of current and planned initiatives through quantitative and qualitative analyses</li><li>Creation of quantitative analyses and models to evaluate the actualized costs versus budget on an individual, team, and department level</li><li>Prepare detailed plans to track, monitor, and evaluate the performances on an individual, team, and department level</li><li>Monitor and implement changes to the budget and performance KPIs of the department</li><li>Coordinate directly with relevant internal stakeholders and external partners</li><li>Deliver significant operational improvement and financial benefits to meet annual targets<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>At least a Bachelor’s Degree in Management/Industrial Engineering, Finance, Mathematics, or equivalent</li><li>At least 3 years of work experience in strategy, finance, and/or project management</li><li>A great track record of successful strategy and analytics is required</li><li>High proficiency in MS Office and G Suite, especially in MS Excel, Google Sheets, and Google Slides</li><li>Outstanding critical thinking and interpersonal skills</li><li>Strong communication skills in English and Filipino</li><li>Knowledge of SQL, Python, or other programming languages is a plus</li><li>Capable of handling multiple tasks and working under pressure</li><li>Willing to travel</li></ul>
      ",2
83,https://linkedin.com/jobs/view/product-owner-at-cebu-pacific-air-3691305394?refId=gujigu6LZdvoO%2B0iL0D5Jw%3D%3D&trackingId=hVKpGNdDwi14viFMWptleQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,product management,Product Owner,Cebu Pacific Air,https://linkedin.com/company/cebupacificair?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-04,"Pasay, National Capital Region, Philippines",Full-time,Product Management and Marketing,Airlines and Aviation,Director,"
        <strong>Department</strong><p><br></p>Digital Experience<p><br></p><strong>Employee Type</strong><p><br></p>Probationary<p><br></p>Cebu Pacific is always up for new challenges, enabling our teams to stay at the forefront of Technological innovations. Pursuing a career in Cebu Pacific will expose you to a highly visible team, who is known to deliver solutions for business analytics, user experience, project management, etc.<p><br></p>Apply today and be JUAN of the game changers of the Philippines’ leading airline, Cebu Pacific as a <strong>Product Owner.</strong><p><br></p><strong>Primary Responsibilities: </strong><p><br></p><ul><li> Defines the functionality, gathers business rules/ requirements in coordination with other teams, e.g. Ancillary, Revenue Management, Pricing, Treasury and IT.  </li><li> Understands customer needs through surveys, complaints, market research, user research and analytics to improve the digital customer experience. </li><li> Drives improvements in user experience by working with the UX/UI Team to push digital transformation and adoption. </li><li> Works with Solutions and Technical Architects, Lead Developers, Scrum Masters and Project Managers to design and deliver new features and enhancements that improve customer engagement and satisfaction. </li><li> Creates user stories (and acceptance criteria) and ensures that business requirements, functionality and basic usability principles are incorporated. </li><li> Maintains the flow of story elaboration, ensures that user stories are groomed and moved to ready more than 2 weeks prior the sprint. </li><li> Creates the iteration plan and features roadmap on quarterly basis for the assigned products and processes/ experiences on assigned digital channels. </li><li> Monitors and evaluates the sprint backlog of the assigned channel; and recommends improvements through sprint retrospective meetings. </li><li> Conducts UAT in terms of functionality and business requirements. </li><li> Ensures that features are working, and experiences are improved. </li><li> Requests and evaluates the outcomes/ reports of the improved experiences from other teams e.g. Analytics, Ancillary, etc. and coordinates again with the Commercial Team on the next steps, if any. </li><li> Ensure resolution of issues and bugs in production, through working with the ITCC and Solutions Support teams. </li><li> Keeps abreast of competitor products and industry trends, look for opportunities and drive the use of digital technology to further improve the digital customer experience. </li></ul><p><br></p><strong>Qualifications: </strong><p><br></p><ul><li> Must be a graduate of a bachelor' degree - ideally in computer science, information technology, business management and similar fields </li><li> Must have at least 1 year experience in digital product management, business analyst roles, and the like </li><li> Must have experience working in an Agile Scrum environment </li><li> Has a passion for mobile, internet, and other emerging technologies </li><li> Usability, Product Management and Design Thinking backgrounds are a plus. </li><li> Strong analytical, prioritization, planning and problem-solving skills </li><li> Excellent organizational and time management skills </li><li> Creative thinker with a vision </li></ul><p><br></p><strong>Be JUAN of us and together, let's make moments happen.</strong><p><br></p><em>Note: This position is for an Individual Contributor and will be based in Pasay City, Metro Manila but currently follows a hybrid workplace flexibility arrangement.</em><p><br></p><strong>Experience Range Range (Years)</strong><p><br></p>1 - 5 years<p><br></p><strong>Job posted on</strong><p><br></p>2023-08-11
      ",4
84,https://linkedin.com/jobs/view/product-product-management-mkt-at-shopee-3757104080?refId=gujigu6LZdvoO%2B0iL0D5Jw%3D%3D&trackingId=OdAZaV3VbeTKln6%2Fc8BVFw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,product management,Product - Product Management (MKT),Shopee,https://sg.linkedin.com/company/shopee?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-03,"Manila, National Capital Region, Philippines",Full-time,Product Management and Marketing,"Technology, Information and Internet",Mid-Senior level,"
        <strong>Job Description<br><br></strong><strong>Product Management Job Description:<br><br></strong><ul><li>Drive and own high-level strategic initiatives, and at the same time, hands-on with the ability to roll up your sleeves and get things done.</li><li>Analyze, align and evaluate business requirements, feasibility and value of the feature requests with both business and regional product teams in Singapore and Shenzhen to deliver a comprehensive and accurate. Business Requirement Document (BRD).</li><li>Perform User Acceptance Test (UAT) for newly implemented functions.</li><li>Design and generate training materials for internal and external users.</li><li>Respond to system related queries, perform troubleshooting, and propose solutions to the reported issues.<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>Detail-oriented with a demonstrated ability to self-motivate and follow-through on projects.</li><li>Self-starter and a quick learner, independent and flexible, with strong customer focus.</li><li>Strong stakeholder management skills with customer-oriented and execution-focused mindset.</li><li>Ability to adapt in a fast-paced and agile environment, with a willingness and attitude to learn new tasks.</li><li>Strong verbal and written communication skills, and English speaking is a must in order to collaborate with internal stakeholders.</li><li>3-5 years work experience in E-Commerce or Internet service industry is a plus.</li></ul>
      ",4
85,https://linkedin.com/jobs/view/product-product-management-shopee-xpress-at-shopee-3757103143?refId=gujigu6LZdvoO%2B0iL0D5Jw%3D%3D&trackingId=EIkdd7aWOQUuxzGFhJ01Ug%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,product management,Product - Product Management (Shopee Xpress),Shopee,https://sg.linkedin.com/company/shopee?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-03,"Manila, National Capital Region, Philippines",Full-time,Product Management and Marketing,"Technology, Information and Internet",Mid-Senior level,"
        <strong>Job Description<br><br></strong><strong>Product Management Job Description:<br><br></strong><ul><li>Drive and own high-level strategic initiatives, and at the same time, hands-on with the ability to roll up your sleeves and get things done.</li><li>Analyze, align and evaluate business requirements, feasibility and value of the feature requests with both business and regional product teams in Singapore and Shenzhen to deliver a comprehensive and accurate. Business Requirement Document (BRD).</li><li>Perform User Acceptance Test (UAT) for newly implemented functions.</li><li>Design and generate training materials for internal and external users.</li><li>Respond to system related queries, perform troubleshooting, and propose solutions to the reported issues.<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>Detail-oriented with a demonstrated ability to self-motivate and follow-through on projects.</li><li>Self-starter and a quick learner, independent and flexible, with strong customer focus.</li><li>Strong stakeholder management skills with customer-oriented and execution-focused mindset.</li><li>Ability to adapt in a fast-paced and agile environment, with a willingness and attitude to learn new tasks.</li><li>Strong verbal and written communication skills, and English speaking is a must in order to collaborate with internal stakeholders.</li><li>3-5 years work experience in E-Commerce or Internet service industry is a plus.</li></ul>
      ",4
86,https://linkedin.com/jobs/view/digital-marketing-executive-with-30k-sign-on-bonus-legal-marketing-at-connectos-3767799334?refId=gujigu6LZdvoO%2B0iL0D5Jw%3D%3D&trackingId=2ku2gTiqUrEZSzkMMhsVQA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,product management,Digital Marketing Executive with 30K SIGN ON BONUS (Legal Marketing),ConnectOS,https://au.linkedin.com/company/connect-os?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-17,Philippines,Full-time,Marketing,"Technology, Information and Internet",Mid-Senior level,"
        The ideal candidate will be a seasoned professional with a track record of success in B2B marketing, preferably in the SaaS or legal technology sectors. This role requires a strategic leader capable of developing comprehensive marketing strategies, enhancing brand visibility, and ensuring consistent growth. The ideal candidate will have a unique skill set encompassing Graphic Design, SEO Planning, Website Building, and Optimization.<br><br><strong>Responsibilities: <br><br></strong><ul><li> Graphic Design Leadership: </li><li> Utilize strong graphic design skills to create high-quality visuals for digital, print, and web mediums</li><li> Ensure cohesive and visually appealing brand representation</li><li> Marketing Strategy Development: </li><li> Develop and implement a comprehensive marketing strategy aligned with the company's growth objectives</li><li> Lead branding, marketing, and advertising initiatives to increase brand awareness and equity</li><li> Cross-Functional Collaboration: </li><li> Collaborate with developers for the implementation of designs and ensure seamless integration with marketing initiatives</li><li> Provide expertise in graphics, structures, formats, and typography</li><li> Content Creation and Coordination: </li><li> Spearhead the creation of compelling content for marketing collateral, website, and social media channels</li><li> Design and coordinate promotional campaigns, PR, and other marketing efforts across channels</li><li> Analytics and Optimization: </li><li> Leverage analytics and quantitative methods to inform and influence decision-making</li><li> Ensure ROI on marketing campaigns through continuous analysis and optimization<br><br></li></ul><strong>Requirements<br><br></strong><strong>Qualifications: <br><br></strong><ul><li> Proven experience as a Senior or Director of Marketing role</li><li> Experienced Graphic Designer with a strong portfolio showcasing creativity and proficiency</li><li> Experience in the SaaS, tech, or legal industry is highly preferred</li><li> Proficiency with Adobe Creative Suite, especially Illustrator, Photoshop, and InDesign</li><li> Understanding of marketing, production, website design, corporate identity, product packaging, advertisements, and multimedia design</li><li> Strong leadership, communication, and collaboration abilities</li><li> Excellent analytical and project management skills</li><li> Up to date with the latest graphic design trends, techniques, and technologies<br><br></li></ul><strong>Requirements: <br><br></strong><ul><li> Bachelor’s degree in Marketing, Communications, or a related field</li><li> Strong writing and editing skills with attention to detail</li><li> Knowledge of the legal industry and its marketing trends</li><li> Proficiency in using social media platforms, email marketing tools, and content management systems</li><li> Strong graphic design skills (Adobe Creative Suite or similar tools) are non-negotiable</li><li> Excellent organizational and time-management skills</li><li> Ability to work independently and as part of a team</li><li> Strong communication and interpersonal skills</li><li> Willing to work with night schedule 10PM to 7AM (Permanent WFH)<br><br></li></ul><strong>Benefits<br><br></strong><ul><li>30K Joining Bonus</li><li>Permanent Work from home</li><li>HMO processing on Day 1</li><li>Paid Time-Off</li><li>Quarterly Sick-Leave conversion</li><li>Paid Government-Mandated Benefits (SSS, PHIC, Pag-IBIG)</li><li>Equipment provided</li><li>Additional night differential fee<br><br></li></ul><strong>Standard Job Highlights:<br><br></strong><ul><li>Work-life balance</li><li>Career growth and development opportunities</li><li>Stable organization and industry leader</li><li>Collaborative and fruitful company culture</li></ul>
      ",4
